"캐치회사명","회사명","이슈.유","해외.사업","상장","매출액","자산총계","compCredit","compEmployee","compSize","compWelfare","pricePor","stockPrice","stockAmount","urlNum","sentiment","compAge","compCredit2","당좌비율","매출액증가율","자기자본증가율","기업순이익률","매출액순이익률","총자본순이익률","수지비율","유보액.납입자본","적립금비율","금융비용.대.매출액","금융비용.대.총부채","순금융비용.대.매출액","유보액.대.총자산","고정비율","부채총계.대.매출액","비유동부채.대.총자산","유동부채.대.총자산","유동부채비율","자기자본비율","재고자산.대.유동자산","차입금의존도...","금융비용부담율.증가분","총자산회전율","영업자산회전율","매출채권회전율","매입채무회전율","자본금회전율","손익활동.CF.매출액","EBITDA","KED현금비율","현금비율","현금성당좌자산.유동자산","현금성당좌자산.자산","금융기관차입금.부채","금융비용.총비용","부채.유형자산","이익잉여금.유동자산","자본금순이익률","X.부채총계.이익잉여금..유형자산","총자본경상이익률"
"(주)핸디소프트","핸디소프트",0,"무","KOSDAQ",6.48157712927643,480,"BB+",0,"중소기업",0,0,0,0,2,100,5,4,162.5474255,113.8893736,99.16855631,-2.267255217,-1.853837904,-4.592030361,-4790.714286,921.0116732,90.24390244,0.122567795,0.366972477,-0.628159951,49.27144047,63.87195122,33.39972422,6.973355537,38.40549542,70.3125,54.62114904,4.124040921,2.081598668,-0.000868197,1.35865945,4.411625549,5.091263651,3.825908558,25.74753452,-10.81660794,-16.7,90.56910569,68.18428184,53.42071611,34.78351374,4.587155963,18.91134386,1744,9.05,-47.73175542,1517.6,-9.146110057
"(주)핸디소프트","핸디소프트",0,"무","KOSDAQ",6.0913098820777,343,"BB-",194,"중소기업",0,0,0,0,4,86.75,6,4,185.0902184,67.68806496,78.20121951,-9.963547995,-12.92440018,-24.4225834,-1001.547389,698.4435798,87.52436647,3.644182888,11.71761281,3.033046627,52.39346176,60.57504873,31.10004527,9.369527145,30.73555166,51.31578947,59.89492119,10.71919377,2.918855809,0.035216151,1.289550496,3.798796217,4.231800766,5.664102564,17.19066148,-10.90991399,-65.2,72.17473884,67.23646724,34.81447549,22.18330414,7.278020378,20.26397516,1461.702128,-13.24,-222.1789883,1769.148936,-24.465355
"(주)핸디소프트","핸디소프트",0,"무","KOSDAQ",6.03068526026126,378,"BBB-",187,"중소기업",0,0.006958595,7949.313187,179.0714286,13,92.30769231,7,4,178.2178218,94.04708013,110.331384,15.42302358,9.626955475,18.53568119,502.1556886,717.2161172,86.48409894,3.754512635,10.26315789,3.249097473,51.74418605,58.92226148,36.58243081,10.80866808,29.36046512,49.07243816,59.83086681,19.15067374,2.959830867,0.001103297,1.098044397,4.797921478,6.039244186,7.018581081,15.67924528,12.41877256,55.3,110.3510351,110.3510351,50.06124949,32.39957717,7.368421053,16.93488487,5428.571429,-6.98,150.9433962,6039.285714,24.69879518
"(주)핸디소프트","핸디소프트",1,"무","KOSDAQ",5.91079664404053,517,"BBB-",163,"중소기업",0,0.004210201,8585.483871,197364.9892,42,87.21428571,8,4,291.3003663,88.73646209,159.540636,3.528360875,4.149715216,5.207624234,1431.2,856.8364611,88.48283499,0.135611608,0.320512821,-0.189856252,61.79427688,43.21705426,42.31082181,9.048723898,21.1136891,30.23255814,69.83758701,11.90805871,2.165506574,-0.03618901,0.71287703,4.389285714,3.716733871,6.302564103,11.41486068,-4.448060754,22.1,195.3296703,195.3296703,59.06950983,41.2412993,7.179487179,28.45366686,5379.310345,3.54,47.36842105,4937.931034,6.501021103
"(주)한글과컴퓨터","한글과컴퓨터",0,"유","KOSDAQ",6.52941883826223,1530,"AA0",0,"중소기업",13,0.001913936,18017.11957,153109.4783,93,91.64634146,24,4,1044.08284,104.4505411,111.6084251,13.07956104,27.82722895,14.3799721,207.0342205,1035.57377,94.27407249,0,0,-3.122719977,82.5751634,33.69075702,19.13030789,1.934640523,6.62745098,7.248552434,91.43137255,0,0,0,0.447908497,1.726196474,1.84567735,8.831185567,5.617213115,2.01371662,254.6,672.1893491,107.495069,64.38084443,44.54901961,0,77.10939051,420.1923077,68.15,156.3114754,-1892.307692,15.26976586
"(주)한글과컴퓨터","한글과컴퓨터",0,"유","KOSDAQ",6.63068338564237,1731,"AA+",362,"중소기업",13,-0.000935075,23482.88043,198916.8152,132,86.88636364,25,4,550.7086614,110.6668612,107.0269497,12.30297455,26.45042194,13.85311281,194.811656,1165.163934,97.92278921,0,0,-2.228375527,82.12016176,68.90195031,30.82805907,6.169844021,7.336799538,8.482500668,86.49335644,0,0,0,0.43812825,2.625129803,3.672639225,8.737327189,6.216393443,17.97204641,311.9,375.8267717,114.015748,68.24420932,27.57365685,0,42.32216786,350,123.99,164.4262295,-948.2035928,16.32540313
"(주)한글과컴퓨터","한글과컴퓨터",0,"유","KOSDAQ",6.74405918631135,2141,"AA-",371,"중소기업",13,0.001835057,21000.79787,259802.5851,100,93.10989011,26,4,366.8306011,111.9989451,118.888592,12.14750542,27.537085,14.27438057,185.9719978,1210.491803,86.19101124,0.153049211,0.35971223,-5.509771603,68.96422901,82.54494382,42.54768072,8.330998412,8.545811152,10.28089888,83.12319044,0.119029906,0,0.001530492,0.396656393,3.97659176,3.848663344,7.69384058,6.962295082,28.39651519,363,235.5191257,118.6885246,64.127362,20.12701971,0,37.75411423,1003.888889,156.05,191.7213115,-1909.444444,15.00671305
"(주)한글과컴퓨터","한글과컴퓨터",0,"유","KOSDAQ",6.91968384984741,2286,"A0",393,"중소기업",13,-0.000970848,18621.50538,92358.55376,56,91.62745098,27,4,281.5277268,119.1900165,104.5842697,9.119653101,15.11260371,8.402899824,283.1474224,1246.147541,86.33970778,4.830106677,11.51129944,3.407743975,66.49317705,81.55887409,41.95969972,6.66550035,11.90955213,14.62720241,81.42057383,0.195287072,0.629811057,0.046770575,0.442792162,4.042323817,3.613133476,8.601529312,8.298360656,10.82576057,335.2,170.0330518,101.6525891,60.27860956,20.25017495,3.389830508,35.63072228,1264.285714,145.25,125.4098361,-2056.25,15.72934974
"(주)LG유플러스","LG유플러스",1,"유","KOSPI",11.6082174627911,120127,"AA0",7111,"대기업",9,0.001215258,10961.08696,2056350.679,1018,76.35443038,19,4,63.51221863,96.06586727,103.8579334,4.225879666,2.070213812,5.553855103,1570.515075,59.67202415,38.33180542,2.499129532,3.508682362,2.137396669,12.78601076,227.937843,71.22700987,36.20505367,29.0165542,83.43270757,34.77839213,11.08621001,31.65110808,0.002658256,0.915686451,6.544829802,6.735015889,4.95809444,4.273488036,-2.653404644,19962.3,13.14127023,11.93289076,18.39709219,3.8131438,20.90914312,13.58469208,108.001202,30.7,8.847033959,97.46443887,13.51782772
"(주)LG유플러스","LG유플러스",1,"유","KOSPI",11.5894419628672,119510,"AA0",7627,"대기업",9,0.000900836,10745.13514,1608365.951,1147,85.06024096,20,4,66.61359808,98.13988034,106.4768383,4.80494215,3.253569635,8.143321343,1314.554373,70.21837861,42.10255373,2.079531496,2.992162717,1.69917797,15.12342063,210.2292959,69.49927838,34.7120743,28.06585223,75.40126787,37.22198979,14.03684267,30.51083591,-0.00419598,0.903290101,6.450703468,6.299143404,4.760636797,4.193996045,2.61430522,22254.8,9.829912198,8.710105392,12.68525216,2.758848632,16.69341295,14.85336589,103.8587457,39.85,13.64545818,89.51957751,15.08472435
"(주)LG유플러스","LG유플러스",1,"유","KOSPI",11.6484174344074,119891,"AA0",8446,"대기업",9,0.002042556,11941.44385,1272552.529,866,86.28571429,21,4,65.96733988,106.0751888,108.4958637,5.412921907,4.303011514,10.62543061,1196.473252,83.21192555,46.63999354,1.355246899,2.166613847,1.047065553,17.86494755,194.1344666,62.55138175,29.93047029,29.81361434,74.06020724,40.25591536,9.987211544,24.53107484,-0.007242846,0.955120142,6.420945503,6.179668865,4.861595221,4.448789224,6.396094681,24043.7,10.47059778,8.876479623,14.28718673,3.121663642,10.8365595,15.78859902,103.0679552,53.98,19.14319126,82.72025072,16.43066698
"(주)비트컴퓨터","비트컴퓨터",0,"유","KOSDAQ",5.86929691313377,548,"BBB-",0,"중소기업",0,-0.001554887,4350.486486,380498.6811,11,78.7,29,4,157.073844,107.7720207,98.97723524,0.349200515,-1.300904977,-1.525451832,7094.230769,277.1359807,76.76666667,1.838235294,2.624142107,0.791855204,42.04856673,106.1,70.05090498,18.76939931,26.4560891,48.3,54.77451159,0.784655623,16.43235348,-0.019411003,0.64560891,2.961474037,2.779874214,3.611848825,4.25511432,5.175339367,3.6,64.32022084,24.22360248,40.6277245,17.01661494,36.33427533,33.20495186,164.5847176,44.2,-5.535499398,97.20930233,1.193831869
"(주)비트컴퓨터","비트컴퓨터",0,"유","KOSDAQ",5.84932477994686,514,"BBB0",144,"중소기업",0,0.000967638,4861.108108,536712.2486,19,92.94444444,30,4,179.9653079,98.02036199,104.1666667,4.670433145,3.808424697,4.310204082,908.3969466,292.2984356,77.728,3.346797461,5.751115518,1.702250433,47.22924363,98.112,58.19388344,16.79953335,22.4188217,36.896,60.76220105,0.048169557,14.03849893,0.015085622,0.673925724,3.15377616,3.742980562,5.219879518,4.17087846,11.30986728,21.7,98.69904597,49.34952298,54.81695568,22.12716313,35.79573624,26.23285673,137.2108844,54.91,15.88447653,59.65986395,7.085714286
"(주)비트컴퓨터","비트컴퓨터",0,"유","KOSDAQ",5.92157841964382,500,"BBB+",125,"중소기업",0,0.001903827,7244.677419,739529.3495,26,90,31,4,241.3612565,107.6457011,114.944,9.797930015,12.40954168,13.78591633,466.8027211,347.2924188,80.34521158,0.911283838,2.409638554,0.134012329,57.69692123,87.77839644,37.81827928,12.91483407,15.27389044,21.26948775,71.81127549,0.270416441,8.87644942,-0.024355136,0.745901639,5.292198582,7.708677686,10.08378378,4.48977136,5.253283302,63.9,176.0471204,73.16753927,72.74202271,26.8892443,31.46704465,14.20316302,79.80769231,86.37,55.71600481,-10.52036199,15.39377698
"(주)비트컴퓨터","비트컴퓨터",1,"유","KOSDAQ",5.87211778947542,523,"A0",131,"중소기업",0,-0.001701332,7439.05914,398020,15,89,32,4,268.3068017,95.22916108,114.532294,10.96988659,15.19842387,14.01505321,355.5433589,412.1540313,83.25230919,0.591049817,1.890189019,-0.365887982,65.53769613,81.93971804,31.26934985,8.055874474,13.22234979,16.7963053,78.72177574,0.053908356,5.109070034,-0.00320234,0.679869881,7.543524416,7.757641921,10.09375,4.2755716,5.9386434,73.4,191.6063676,75.54269175,71.37466307,25.33486414,24.03240324,14.18808981,72.00259235,115.15,64.98194946,-66.42903435,15.67609655
"(주)카카오","카카오",1,"유","KOSDAQ",8.51499076786104,27680,"AA-",2255,"중견기업",10,-0.001754047,132890.1099,655764.011,2990,73.45121951,20,4,350.0241769,236.6733087,1389.614126,10.04616075,30.03247404,11.34789376,201.5668151,8412.259615,99.44869135,0.026059415,0.042650919,-1.304975344,88.49827675,79.96533007,61.09930642,2.792971149,8.218509982,9.235434775,88.98888014,0.253040875,0.010838072,0.000260594,0.180222686,5.521111173,3.80373618,3.248844025,19.9066241,78.76558554,1859.3,281.5420458,198.3515759,80.23149482,23.13856114,0.098425197,40.80945347,154.8072528,23.89,597.8451716,57.96129819,12.49237831
"(주)카카오","카카오",1,"유","KOSDAQ",9.14013247693269,31885,"AA-",2474,"중견기업",10,-0.001381653,98247.51381,328948.2431,2391,82.65591398,21,4,305.2138699,186.8560318,104.9625898,2.768740032,8.449283914,3.120011092,532.9995925,8368.438538,97.87388753,0.396931824,0.613598673,-2.810706431,79.00002509,85.80296813,64.68915947,8.998645122,9.913187475,12.22524338,81.08785377,0.551506592,6.380156062,0.003708724,0.292349333,6.699608294,6.335984231,7.866244726,31.48091861,-27.03642118,1748.2,245.8649709,125.6580613,80.11071366,24.3730555,0.671641791,17.81401789,275.2796165,26.42,265.9912192,158.2698014,3.478519223
"(주)카카오","카카오",0,"유","KOSDAQ",9.59164939020659,54841,"AA-",2697,"중견기업",10,-0.000264251,83040.64171,326531.5294,1969,79.81176471,22,4,149.4255726,157.0809419,143.2211551,2.062587921,4.470609126,2.08192532,841.056957,10034.31778,92.06090296,1.63772085,1.34630608,-0.047123744,61.95378657,115.2370819,121.6455065,17.78133958,14.69734433,21.76702836,67.52113375,1.032079937,18.15879302,0.01240789,0.266994522,7.320783961,5.789758798,4.530414604,45.78580363,-46.62860343,2188.9,109.9997519,79.60596511,72.8553116,16.1670423,11.25496163,17.8919767,701.6623991,24.98,204.6904315,581.9263344,3.498181575
"(주)엔씨소프트","엔씨소프트",0,"유","KOSPI",8.93155196669452,14795,"AA0",0,"중견기업",5,0.002683888,183293.0108,196775.3172,415,90.72289157,17,4,311.5227318,100.4167109,113.541585,11.37339746,20.97375307,14.56417598,249.0046061,11183.75912,106.8124547,0.042291122,0.099763063,-2.174027965,82.84713961,59.89333425,42.39156292,4.657591651,17.02241267,21.73444026,78.31999567,0.118395926,0.231831945,-0.00073167,0.511422624,8.534401083,8.417621537,7.741559239,69.06983113,2.980202469,2352.5,269.2435974,48.96962478,86.32590707,45.83175625,1.069335329,18.36221015,129.1772381,129.44,1448.653583,-280.3068745,17.94321164
"(주)엔씨소프트","엔씨소프트",0,"유","KOSPI",9.03443816698441,16988,"AAA+",2203,"중견기업",5,-0.000671485,167915.7609,226153.788,478,86.74736842,18,4,415.1921431,110.8450295,118.7122441,14.31875029,27.12705074,17.95489968,199.1018701,13181.11314,105.8905633,0.003576879,0.009281317,-2.111550935,85.03793787,49.38099288,38.53848722,4.582565648,14.4446472,17.83889095,80.97278715,0.069638566,0,-0.000387142,0.493704491,8.926351639,8.55574824,8.669836676,76.52554745,10.49814002,3083.7,365.9114063,82.62765394,88.06924624,52.8546117,0,19.39911233,134.2094336,121.06,2075.912409,-378.2718817,21.54872058
"(주)엔씨소프트","엔씨소프트",0,"유","KOSPI",9.03396112463786,22192,"AA-",2300,"중견기업",5,0.002190246,215127.027,197334.8054,672,78.48979592,19,4,320.5783018,99.94992369,130.0489245,8.533880547,19.84373136,10.51340957,252.3051456,15537.22628,99.026239,0.099009901,0.192906615,-2.392938089,76.73395818,63.52476886,51.3253012,4.178082192,15.20998558,18.86815656,80.61193223,0.063725445,0,0.00095433,0.377748738,8.521907085,8.492553946,8.835370995,76.48722628,-32.86532268,2541.1,282.3813474,73.4994371,88.02885193,42.95016222,0,17.65621595,184.0133436,122.87,1517.791971,-384.9499615,13.99386323
"(주)엔씨소프트","엔씨소프트",0,"유","KOSPI",9.19380440333608,23608,"AA-",2731,"중견기업",5,0.001851202,272048.1283,150503.7807,500,76.90625,20,4,418.8212125,117.3279256,105.957159,12.46593886,27.591606,14.73109962,187.8780605,17476.82482,104.2210276,1.432551141,3.028153879,-1.082801253,81.13605557,61.68102516,47.30773923,7.664351067,12.04506947,15.00176733,80.29100305,0.056225506,6.339376483,0.013335412,0.416621484,7.414979833,5.904430304,8.25757703,89.74087591,-2.708528204,3599,346.1422141,50.93191729,82.60030379,41.69307015,0,26.28400968,207.1221901,129.56,2476.094891,-480.0934787,17.80835674
"세종텔레콤(주)","세종텔레콤",0,"무","KOSDAQ",7.18387071506245,1225,"BB0",0,"중견기업",3,-0.000723992,326.9677419,1200428.909,1,100,22,4,125.5978444,56.56782389,72.10583348,-16.2589688,-22.84175391,-31.59662102,-798.9690722,-21.66533546,-27.17595492,4.3620088,13.49131863,3.648915187,-17.71717831,106.0237946,32.33196783,10.5568256,24.24069236,37.18221666,65.19431744,1.37529754,0.538863488,0.01963176,1.076257348,3.991521575,4.55179558,7.628472222,1.316094249,17.1294189,-189.1,13.33782418,8.01616706,10.47341973,3.233180927,1.548568747,17.6685103,79.94747702,-101.72,-30.06190096,152.09154,-26.32876856
"세종텔레콤(주)","세종텔레콤",0,"무","KOSDAQ",7.028201432058,1079,"BB0",220,"중견기업",3,9.8e-05,382.7081081,1883651.103,9,88.22222222,23,4,285.3020134,85.5560613,100,2.135231317,1.250221671,1.765810895,2306.2249,-20.68690096,-25.94865373,0.931016138,3.737985048,0.195070048,-19.19584955,81.61552912,24.90689839,12.22901612,13.80396517,18.65998748,73.97628312,0.607902736,0,-0.034309927,1.044839726,4.480731029,5.275023386,10.04274265,1.125998403,7.261925873,77.2,113.4228188,30.20134228,39.51367781,15.6568464,0,19.30179388,101.7753623,-87.63,1.407747604,237.5724638,2.154038823
"세종텔레콤(주)","세종텔레콤",0,"무","KOSDAQ",7.36391350140582,1601,"BB+",286,"중견기업",3,0.008707844,1504.380435,29459305.6,64,79.23728814,24,4,49.39104916,139.9450257,94.27676894,-2.178698004,-3.098270291,-6.304389867,-11303.40136,-25.27955272,-33.63443146,1.24817842,2.322291642,1.153139454,-15.81412779,166.2991498,53.74770322,10.41783774,42.56448692,90.52869288,47.01767535,3.608247423,14.35887827,0.003171623,0.98575979,6.765109301,6.243275316,7.987348178,1.575778754,3.871253881,119.4,10.22743947,1.570066031,19.95990836,4.353257136,27.10126135,15.39679639,101.4712919,-120.5,-4.882188498,151.8062201,-3.98375556
"세종텔레콤(주)","세종텔레콤",1,"무","KOSDAQ",7.51806418123308,2300,"BB+",271,"중견기업",3,-0.00114776,1024.673797,7975825.663,40,91.82857143,25,4,152.0587036,116.6508268,199.5085016,-0.164077321,-0.961381783,-1.570053666,11976.58228,-0.932338839,-0.932152607,0.787572647,1.817953862,0.097767639,-0.608828006,102.6100273,43.32192711,13.35072842,21.33507284,32.66529063,65.31419874,1.635021097,7.566862361,-0.004606058,0.800652316,7.188988676,7.097532768,7.092064715,1.470997124,-23.25240345,144.4,94.88381574,36.77130045,61.37921941,20.2435312,0,14.00649731,73.83817812,-57.9,-1.414189837,114.4880578,-1.410387191
"나이스정보통신(주)","나이스정보통신",0,"유","KOSDAQ",7.60439634879634,1887,"A+",0,"중견기업",15,0.004712359,9997.5,108744.5326,16,96.46666667,26,4,119.6309491,112.6923509,139.4402036,11.87104372,9.613276189,29.28495521,525.1784734,1234.8,82.97705944,0.433569222,0.777202073,0.074753314,32.72727273,72.18456726,55.78590651,1.309302942,58.02809435,142.6876955,40.66790353,1.740696279,6.891068116,0.004335692,1.063662868,3.514801191,3.101870459,8.12388664,40.132,13.81441244,386.6,49.87667854,40.94272403,40.96638655,28.94248609,11.6133643,35.37504094,584.8484848,43.7,385.8,280.5120167,40.54956733
"나이스정보통신(주)","나이스정보통신",1,"유","KOSDAQ",7.72090525193678,2461,"AA-",175,"중견기업",15,0.00281052,22596.46739,71918.76087,29,87.44,27,4,131.5005727,112.3891159,124.8175182,13.99917192,13.29372118,34.76345083,370.182068,1777,95.09189641,0.199538844,0.299341449,-0.549840369,36.10467715,48.41269841,66.65927634,0.776138811,60.30720468,154.981203,38.91259295,2.283196475,4.063553984,-0.002340304,0.916412695,3.078351078,2.755957473,7.773871079,45.104,20.08247606,508.5,65.57509602,57.39505424,48.72821951,39.54650738,6.652032196,40.039648,694.0443213,42.89,599.6,298.6149584,43.25139147
"나이스정보통신(주)","나이스정보통신",1,"유","KOSDAQ",7.87815533650332,2912,"A-",210,"중견기업",15,0.001679062,37106.61376,82201.85185,6,71.16666667,28,4,120.4575557,117.0095779,129.6992481,11.44324908,11.6492345,27.95053646,511.4115393,2343.6,96.20772947,0,0,-0.432014552,40.24453069,69.87922705,63.27497347,0.302228938,57.04571213,133.7359098,42.65549335,2.103924063,8.586049387,-0.001995388,0.906274685,2.844300728,2.544157347,12.06584362,52.776,-14.33985145,559.7,47.3871162,36.20108368,38.51159605,27.03231789,14.9727496,45.02936604,629.1258478,55.82,614.8,199.2840995,35.23367885
"나이스정보통신(주)","나이스정보통신",0,"유","KOSDAQ",8.06180227453835,3769,"A-",154,"중견기업",15,0.000361218,35036.82796,22431.87097,6,71.16666667,29,4,123.4756234,120.1568895,122.1819646,9.244125131,9.559403286,21.96774778,656.3150747,2882.6,96.87644152,0.179771028,0.253130829,-0.28700287,38.2378691,62.69522241,71.01901788,0.262648237,59.47788714,147.7364086,40.25946462,1.76372476,5.836627491,0.00179771,0.841190672,2.71324662,2.439,7.488663203,63.414,12.71328098,603.7,54.13711584,42.43275793,43.0710813,32.19961266,9.769961808,46.77835976,899.2811502,50.25,606.2,333.7859425,29.19369451
"(주)팍스넷","팍스넷",0,"무","KOSDAQ",5.37989735354046,275,"BB-",0,"중소기업",0,0,0,0,18,77.5,15,4,334.4135802,63.25934579,92.98245614,-5.089921955,-6.925207756,-6.993006993,1950.892857,328.8461538,74.45573295,0,0,-2.585410896,55.88235294,28.39864538,31.71745152,1.416122004,23.52941176,31.34978229,75.05446623,0,0,0,0.786492375,5.013888889,7.268456376,7.520833333,4.628205128,24.14589104,13.8,277.3148148,189.9691358,82.92570374,65.25054466,0,17.08889912,426.7080745,34.47,-32.05128205,-37.26708075,-0.093240093
"(주)팍스넷","팍스넷",0,"무","KOSDAQ",5.32787616878958,298,"AA-",80,"중소기업",0,0,0,0,1,50,17,4,459.3406593,110.4613734,117.5898931,12.94117647,17.62991744,16.21259491,349.7991968,493.9172749,83.88429752,0,0,-1.991257892,68.05229635,19.62809917,27.39193783,0.569896078,18.30372109,22.56198347,81.12638284,0,0,0,0.69024472,8.090373281,7.174216028,11.69886364,5.00973236,4.322486644,49,388.6446886,231.6849817,84.6092504,71.13643983,0,17.36237145,1281.818182,53.19,88.32116788,-1750,18.35640911
"(주)팍스넷","팍스넷",0,"무","KOSDAQ",5.40267738187228,475,"AA-",94,"중소기업",0,-0.003168539,7288.5,1160829.27,21,66.38095238,18,4,788.9748549,108.0135988,174.0909091,9.288486417,16.14208633,10.82466456,398.757764,664.6209386,87.39615476,0,0,-2.428057554,77.56477775,15.85568479,24.01079137,0.358120918,10.89108911,12.27154047,88.75078997,0,0,0,0.468506425,8.488549618,9.383966245,13.98742138,4.609326425,-23.29136691,44.2,721.8568665,422.6305609,91.49301299,78.61807457,0,15.30612245,1443.243243,41.46,74.40414508,-3127.027027,11.09603498
"(주)누리텔레콤","누리텔레콤",1,"유","KOSDAQ",5.96357934361845,633,"BBB+",92,"중소기업",0,-0.000170901,5354.621622,147217.0486,22,81.84210526,21,4,109.6578605,103.7383178,103.6755054,3.870043,3.783783784,3.789636504,656.5420561,630.0165837,96.20157002,2.471042471,4.026845638,0.36036036,59.98736776,89.59230185,61.36422136,1.184272856,36.45981367,58.47049886,62.35591347,9.442060086,8.210958471,0.002814564,0.61345334,3.770014556,3.924242424,6.629692833,6.44278607,-0.231660232,38.9,62.27804244,59.41966219,51.43061516,22.70645823,21.81208054,23.53658537,110.2172908,3.54,24.37810945,105.6403144,4.64037123
"(주)누리텔레콤","누리텔레콤",1,"유","KOSDAQ",6.36990098282823,688,"BB+",103,"중소기업",0,0.000399008,11957.94595,322352.2595,35,82.54285714,22,4,151.0997442,150.3732304,122.6639656,7.479182438,7.565902088,10.05345161,796.6292135,742.7860697,92.46490504,0.890106128,2.55779636,0.890106128,65.13014396,72.39884393,34.79972612,1.134215501,28.42809365,40.35920727,70.43769085,12.34421365,16.30071252,-0.015809363,0.849498328,3.626319056,2.617383513,8.405755396,9.688225539,-11.67408422,69.3,32.83887468,29.10485934,19.0504451,9.335466046,55.14018692,38.91467333,100.843254,16.11,73.30016584,73.90873016,11.19071989
"(주)누리텔레콤","누리텔레콤",1,"유","KOSDAQ",6.24027584517077,815,"BB+",175,"중소기업",0,-0.000240012,9953.529412,126043.7005,15,92.73333333,23,4,153.3410138,87.84662787,113.5218827,8.63778532,12.64614186,12.54955042,564.4578313,850.4145937,93.25331879,0,0,-0.155884645,62.9202454,69.15802873,51.67575994,0.588957055,31.95092025,47.35406438,67.47239264,8.164673413,17.0797546,-0.008901061,0.629693252,2.642636457,3.10653753,4.330801688,8.510779436,16.62120031,79.4,85.13824885,72.96466974,50.98896044,27.20245399,52.48868778,34.50897571,126.345879,27.41,107.628524,69.55693187,12.00812143
"(주)큐로컴","큐로컴",0,"무","KOSDAQ",5.40267738187228,620,"B+",0,"중소기업",0,-0.003807255,1552.76087,813283.625,10,53.66666667,17,4,291.1581569,121.8630137,124.8728506,-7.690489323,-28.32733813,-13.57027464,-978.9473684,23.59009629,19.95733126,6.384892086,13.56255969,-0.71942446,16.58874738,70.32583398,47.07733813,3.933580526,12.94534902,15.57408844,83.12107045,9.274350019,0,-0.00574012,0.358536192,3.682119205,3.808219178,8.298507463,0.540527403,3.417266187,-62.5,203.362391,27.89539228,63.36825766,26.3259713,0,17.64900662,2829.72973,-360.15,-15.31170252,27913.51351,-12.49326871
"(주)큐로컴","큐로컴",0,"무","KOSDAQ",5.36129216570943,614,"BB+",36,"중소기업",0,0.000106461,1197.113514,1564938.946,12,82,18,4,259.3380615,95.99820144,97.34290147,-9.251458198,-29.22716628,-12.26535627,-722.6277372,16.65910123,14.62442718,2.482435597,4.719501336,-3.18501171,11.95245074,72.54433154,52.59953162,4.494382022,13.77625794,16.8559474,81.72936004,12.24,1.791239212,-0.039024565,0.347663247,3.772084806,3.895985401,4.819413093,0.486998175,-13.1147541,-69,189.5981087,3.6643026,64.16,26.11952451,9.795191451,19.47206034,4319.230769,-386.04,-14.23357664,41438.46154,-10.65356265
"(주)큐로컴","큐로컴",0,"무","KOSDAQ",5.41164605185504,919,"BB+",36,"중소기업",0,0.002341131,1594.232804,2268798.757,10,90.8,19,4,87.68844221,105.058548,161.2472604,35.51901873,118.4574231,40.52776083,49.29833251,85.58382257,48.63462251,2.897904592,5.952380952,-1.382077575,42.84781189,99.75287285,48.68479715,3.233180927,8.665360331,9.835660447,88.10145874,37.28661276,4.027868496,0.00415469,0.24417592,6.665676077,17.944,6.922839506,0.498167685,-4.636647347,264.8,69.34673367,12.31155779,49.59568733,6.00914435,33.88278388,4.553235193,6066.666667,-603.41,59.01166019,43377.77778,39.55155583
"(주)큐로컴","큐로컴",0,"무","KOSDAQ",5.24702407216049,1105,"BB-",38,"중소기업",0,0.003175042,3214.090909,4838697.406,37,92.47222222,20,4,163.4321068,84.66339724,92.8456691,-21.51930015,-121.7482886,-29.62773115,-248.8422186,45.02257579,27.86797977,7.109004739,3.822197055,3.528172722,18.9553725,78.99920149,185.9926277,4.182130895,27.79940255,40.8703753,68.01846655,1.800039131,1.538879334,0.042111001,0.171901874,9.196125908,6.59375,4.426573427,0.410594595,39.07319642,-217.9,153.858678,148.7463367,92.44766191,42.77179325,4.813137033,6.418918919,29433.33333,-171.81,-49.98918919,102608.3333,-27.33388864
"(주)오픈베이스","오픈베이스",0,"무","KOSDAQ",7.04053639021596,1074,"BBB-",0,"중견기업",13,0.000436214,1853.579235,1729979.235,3,97,22,4,98.33333333,101.4749,106.2784567,4.49012713,2.81061203,7.458178439,991.7293233,189.7734628,67.82412627,0.823045267,1.491826694,0.078802206,27.3099851,133.0101466,55.17030032,18.45193741,40.23845007,97.40698985,41.30961252,12.19512195,34.05365127,0.003610284,1.063804024,5.509406657,5.730556949,6.120578778,7.39223301,-17.95814727,87.3,50.13888889,39.67592593,44.77056635,20.17511177,58.02253611,16.48813095,473.7593985,15.34,20.77669903,417.9699248,10.38568773
"(주)오픈베이스","오픈베이스",0,"무","KOSDAQ",7.07834157955767,1089,"BBB-",134,"중견기업",13,0.004978059,2226.059783,4919468.348,6,91.33333333,24,4,84.09090909,103.9428722,106.7581837,4.997218617,3.380257945,8.192032686,1429.854369,225.7797581,71.67161227,1.163280789,2.366255144,0.63221782,32.57714916,107.6162216,49.16125769,2.240999265,51.32255694,110.5440158,46.42725937,13.74816446,20.15980896,-0.003262487,1.089548126,4.348607038,3.908731466,5.350924673,7.551241248,3.034645537,92.3,28.65068003,24.83894059,29.38693098,14.70426157,37.63717421,25.77766225,363.8178415,24.58,25.52514322,280.2869619,12.25740552
