,0,1
0,누리텔레콤,98
1,누리텔레콤,100
2,누리텔레콤,100
3,누리텔레콤,100
4,누리텔레콤,100
5,누리텔레콤,4
6,누리텔레콤,100
7,누리텔레콤,100
8,누리텔레콤,100
9,누리텔레콤,100
10,누리텔레콤,100
11,누리텔레콤,1
12,누리텔레콤,25
13,누리텔레콤,100
14,누리텔레콤,100
