,0,1
0,한글과컴퓨터,100
1,한글과컴퓨터,100
2,한글과컴퓨터,89
3,한글과컴퓨터,91
4,한글과컴퓨터,-1
5,한글과컴퓨터,100
6,한글과컴퓨터,100
7,한글과컴퓨터,-1
8,한글과컴퓨터,95
9,한글과컴퓨터,100
10,한글과컴퓨터,100
11,한글과컴퓨터,100
12,한글과컴퓨터,50
13,한글과컴퓨터,100
14,한글과컴퓨터,94
15,한글과컴퓨터,100
16,한글과컴퓨터,96
17,한글과컴퓨터,4
18,한글과컴퓨터,100
19,한글과컴퓨터,100
20,한글과컴퓨터,100
21,한글과컴퓨터,1
22,한글과컴퓨터,100
23,한글과컴퓨터,97
24,한글과컴퓨터,100
25,한글과컴퓨터,99
26,한글과컴퓨터,100
27,한글과컴퓨터,-1
28,한글과컴퓨터,-1
29,한글과컴퓨터,-1
30,한글과컴퓨터,100
31,한글과컴퓨터,100
32,한글과컴퓨터,100
33,한글과컴퓨터,100
34,한글과컴퓨터,100
35,한글과컴퓨터,100
36,한글과컴퓨터,100
37,한글과컴퓨터,91
38,한글과컴퓨터,100
39,한글과컴퓨터,100
40,한글과컴퓨터,100
41,한글과컴퓨터,100
42,한글과컴퓨터,100
43,한글과컴퓨터,96
44,한글과컴퓨터,50
45,한글과컴퓨터,90
46,한글과컴퓨터,100
47,한글과컴퓨터,100
48,한글과컴퓨터,100
49,한글과컴퓨터,100
50,한글과컴퓨터,100
51,한글과컴퓨터,81
52,한글과컴퓨터,50
53,한글과컴퓨터,99
54,한글과컴퓨터,100
55,한글과컴퓨터,100
