,0,1
0,¾È·¦,1
1,¾È·¦,-1
2,¾È·¦,0
3,¾È·¦,100
4,¾È·¦,1
5,¾È·¦,100
6,¾È·¦,100
7,¾È·¦,100
8,¾È·¦,1
9,¾È·¦,100
10,¾È·¦,-1
11,¾È·¦,95
12,¾È·¦,95
13,¾È·¦,-1
14,¾È·¦,100
15,¾È·¦,99
16,¾È·¦,100
17,¾È·¦,100
18,¾È·¦,91
19,¾È·¦,1
20,¾È·¦,1
21,¾È·¦,100
22,¾È·¦,-1
23,¾È·¦,100
24,¾È·¦,100
25,¾È·¦,100
26,¾È·¦,-1
27,¾È·¦,100
28,¾È·¦,0
29,¾È·¦,1
30,¾È·¦,100
31,¾È·¦,0
32,¾È·¦,95
33,¾È·¦,-1
34,¾È·¦,0
35,¾È·¦,100
36,¾È·¦,1
37,¾È·¦,100
38,¾È·¦,100
39,¾È·¦,86
40,¾È·¦,90
41,¾È·¦,100
42,¾È·¦,100
43,¾È·¦,100
44,¾È·¦,2
45,¾È·¦,1
46,¾È·¦,100
47,¾È·¦,100
48,¾È·¦,-1
49,¾È·¦,50
50,¾È·¦,100
51,¾È·¦,-1
52,¾È·¦,0
53,¾È·¦,18
54,¾È·¦,1
55,¾È·¦,100
56,¾È·¦,83
57,¾È·¦,79
58,¾È·¦,95
59,¾È·¦,100
60,¾È·¦,0
61,¾È·¦,1
62,¾È·¦,100
63,¾È·¦,1
64,¾È·¦,1
65,¾È·¦,-1
66,¾È·¦,-1
67,¾È·¦,0
68,¾È·¦,100
69,¾È·¦,1
70,¾È·¦,100
71,¾È·¦,0
72,¾È·¦,1
73,¾È·¦,100
74,¾È·¦,94
75,¾È·¦,0
76,¾È·¦,84
77,¾È·¦,98
78,¾È·¦,100
79,¾È·¦,4
80,¾È·¦,-1
81,¾È·¦,99
82,¾È·¦,100
83,¾È·¦,100
84,¾È·¦,0
85,¾È·¦,0
86,¾È·¦,100
87,¾È·¦,-1
88,¾È·¦,1
89,¾È·¦,23
90,¾È·¦,-1
91,¾È·¦,98
92,¾È·¦,1
93,¾È·¦,1
94,¾È·¦,100
95,¾È·¦,100
96,¾È·¦,0
97,¾È·¦,100
98,¾È·¦,100
99,¾È·¦,-1
