,0,1
0,SK,100
1,SK,-1
2,SK,50
3,SK,50
4,SK,100
5,SK,23
6,SK,100
7,SK,100
8,SK,1
9,SK,92
10,SK,100
11,SK,-1
12,SK,16
13,SK,-1
14,SK,1
15,SK,100
16,SK,100
17,SK,-1
18,SK,50
19,SK,100
20,SK,-1
21,SK,100
22,SK,100
23,SK,100
24,SK,100
25,SK,95
26,SK,100
27,SK,-1
28,SK,1
29,SK,100
30,SK,97
31,SK,97
32,SK,100
33,SK,100
34,SK,100
35,SK,100
36,SK,100
37,SK,100
38,SK,50
39,SK,-1
40,SK,-1
41,SK,100
42,SK,-1
43,SK,-1
44,SK,100
45,SK,21
46,SK,-1
47,SK,100
48,SK,100
49,SK,100
50,SK,100
51,SK,100
52,SK,100
53,SK,-1
54,SK,100
55,SK,100
56,SK,100
57,SK,100
58,SK,100
59,SK,100
60,SK,50
61,SK,100
62,SK,-1
63,SK,100
64,SK,100
65,SK,50
66,SK,100
67,SK,97
68,SK,100
69,SK,16
70,SK,98
71,SK,100
72,SK,50
73,SK,0
74,SK,100
75,SK,-1
76,SK,100
77,SK,100
78,SK,-1
79,SK,100
80,SK,100
81,SK,1
82,SK,100
83,SK,100
84,SK,100
85,SK,99
86,SK,99
87,SK,100
88,SK,100
89,SK,100
90,SK,2
91,SK,100
92,SK,1
93,SK,100
94,SK,-1
95,SK,100
96,SK,100
97,SK,50
98,SK,-1
99,SK,-1
