,0,1
0,모바일리더,100
1,모바일리더,100
2,모바일리더,100
3,모바일리더,90
4,모바일리더,100
5,모바일리더,100
6,모바일리더,100
7,모바일리더,50
8,모바일리더,50
9,모바일리더,50
10,모바일리더,1
11,모바일리더,97
12,모바일리더,1
13,모바일리더,3
