,0
0,http://www.hankyung.com/news/app/newsview.php?aid=2014121518816
1,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002613467
2,http://www.hankyung.com/news/app/newsview.php?aid=2014121515536
3,http://biz.heraldcorp.com/view.php?ud=20141113001054
4,http://www.hankyung.com/news/app/newsview.php?aid=2014111333566
5,http://game.donga.com/76338/
6,http://www.hankyung.com/news/app/newsview.php?aid=2014101748716
7,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002579368
8,http://biz.heraldcorp.com/view.php?ud=20141001000840
9,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002574809
10,http://www.hankyung.com/news/app/newsview.php?aid=2014092325466
11,http://biz.heraldcorp.com/view.php?ud=20140919000589
12,http://news.mk.co.kr/news_forward.php?domain=news&no=1140807&year=2014
13,http://www.hankyung.com/news/app/newsview.php?aid=2014081152176
14,http://biz.heraldcorp.com/view.php?ud=20140811000743
15,http://www.hankyung.com/news/app/newsview.php?aid=2014072396056
16,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002547487
17,http://www.hankyung.com/news/app/newsview.php?aid=2014071670906
18,http://www.asiatoday.co.kr/view.php?key=20140709010005066
19,http://www.hankyung.com/news/app/newsview.php?aid=2014062575751
20,http://www.asiatoday.co.kr/view.php?key=20140623010013334
21,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002535431
22,http://www.hankyung.com/news/app/newsview.php?aid=2014062305116
23,http://biz.heraldcorp.com/view.php?ud=20140528000499
24,http://news.mk.co.kr/news_forward.php?domain=news&no=800351&year=2014
25,http://www.hankyung.com/news/app/newsview.php?aid=2014052391516
26,http://www.hankyung.com/news/app/newsview.php?aid=2014052067776
27,http://www.segyefn.com/articles/article.asp?aid=20140520020692&cid=0503010000000?OutUrl=naver
28,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002515422
29,http://www.hankyung.com/news/app/newsview.php?aid=2014052063256
30,http://www.segyefn.com/articles/article.asp?aid=20140519022994&cid=0503010000000?OutUrl=naver
31,http://www.hankyung.com/news/app/newsview.php?aid=2014051935896
32,http://game.mk.co.kr/main/gamenews_detail.php?NO=201400744038
33,http://www.hankyung.com/news/app/newsview.php?aid=2014042872346
34,http://www.asiatoday.co.kr/view.php?key=20140428010016448
35,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002493150
36,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002491073
37,http://www.asiatoday.co.kr/view.php?key=20140325010013810
38,http://www.hankyung.com/news/app/newsview.php?aid=2014032551446
