,0
0,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000621637
1,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000621536
2,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301336447
3,http://biz.heraldcorp.com/view.php?ud=20131224000161
4,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301334675
5,http://www.hankyung.com/news/app/newsview.php?aid=2013122408936
6,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301312302
7,http://www.asiatoday.co.kr/news/view.asp?seq=911775
8,http://www.asiatoday.co.kr/news/view.asp?seq=911616
9,http://www.hankyung.com/news/app/newsview.php?aid=201312198520v
10,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002440502
11,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301304199
12,http://www.hankyung.com/news/app/newsview.php?aid=2013121842656
13,http://www.hankyung.com/news/app/newsview.php?aid=2013121838536
14,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301294206
15,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301291881
16,http://www.hankyung.com/news/app/newsview.php?aid=2013121672576
17,http://www.segyefn.com/articles/article.asp?aid=20131216020605&cid=0503010000000?OutUrl=naver
18,http://www.hankyung.com/news/app/newsview.php?aid=2013121670436
19,http://www.segyefn.com/articles/article.asp?aid=20131216020283&cid=0503010000000?OutUrl=naver
20,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002438491
21,http://www.hankyung.com/news/app/newsview.php?aid=2013121557226
22,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301279320
23,http://news.mk.co.kr/news_forward.php?domain=news&no=1278983&year=2013
24,http://www.segyefn.com/articles/article.asp?aid=20131213020469&cid=0503010000000?OutUrl=naver
25,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301275199
26,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301273494
27,http://www.hankyung.com/news/app/newsview.php?aid=2013121281896
28,http://news.mk.co.kr/news_forward.php?domain=news&no=1272501&year=2013
29,http://www.hankyung.com/news/app/newsview.php?aid=2013121277666
30,http://game.donga.com/70890/
31,http://www.hankyung.com/news/app/newsview.php?aid=201312115910v
32,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301268196
33,http://game.donga.com/70881/
34,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=011&aid=0002436502
35,http://www.hankyung.com/news/app/newsview.php?aid=2013121020636
36,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000616328
37,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301243786
38,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301229311
39,http://www.hankyung.com/news/app/newsview.php?aid=2013120451596
40,http://www.hankyung.com/news/app/newsview.php?aid=2013120449366
41,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002432912
42,http://news.mk.co.kr/news_forward.php?domain=news&no=1224730&year=2013
43,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301224181
44,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301222076
45,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301218990
46,http://news.mk.co.kr/news_forward.php?domain=news&no=1216329&year=2013
47,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002431664
48,http://www.segyefn.com/articles/article.asp?aid=20131202020380&cid=0503010000000?OutUrl=naver
49,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301204533
50,http://www.segyefn.com/articles/article.asp?aid=20131129020695&cid=0503010000000?OutUrl=naver
51,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002430064
52,http://www.hankyung.com/news/app/newsview.php?aid=2013112889656
53,http://www.khan.co.kr/kh_news/art_view.html?artid=201311271717261&code=930507
54,http://news.kukinews.com/article/view.asp?page=1&gCode=eco&arcid=0007792723&cp=nv
55,http://game.mk.co.kr/main/gamenews_detail.php?NO=201301192780
56,http://www.segyefn.com/articles/article.asp?aid=20131127020787&cid=0503010000000?OutUrl=naver
57,http://www.hankyung.com/news/app/newsview.php?aid=2013112756156
