,0
0,http://www.hankyung.com/news/app/newsview.php?aid=201412168558u
1,http://www.hankyung.com/news/app/newsview.php?aid=2014121537396
2,http://www.asiatoday.co.kr/view.php?key=20140804010001384
3,http://news.mk.co.kr/news_forward.php?domain=news&no=1028246&year=2014
4,http://www.hankyung.com/news/app/newsview.php?aid=2014072109406
5,http://biz.heraldcorp.com/view.php?ud=20140718000792
6,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000658512
7,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000658441
8,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000656946
9,http://www.hankyung.com/news/app/newsview.php?aid=2014052082116
10,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000655218
11,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0002490031
